"ID";"Airports";"Periods";"TotalFlights_3";"TotalArrivalsFlights_6";"TotalDeparturesFlights_9";"TotalPassengers_12";"TotalArrivalsPassengers_15";"TotalDeparturesPassengers_18";"TotalCountryOfOriginDestination_21";"EuropeTotal_22";"EUCountries_23";"TotalIntercontinentalPassengers_25";"America_32";"Asia_36";"WestAsia_37";"SouthEastAsia_38";"NorthEastAsia_39"
"762";"A043590";"2017MM01";"   35663";"   17826";"   17837";" 4559527";" 2310862";" 2248665";" 4559527";" 3060824";" 2572846";" 1498703";"  684200";"  588788";"  211757";"  181368";"  195663"
"763";"A043590";"2017MM02";"   33400";"   16697";"   16703";" 4324272";" 2129390";" 2194882";" 4324272";" 3013325";" 2541735";" 1310947";"  581488";"  525506";"  190369";"  157063";"  178074"
"764";"A043590";"2017MM03";"   39436";"   19713";"   19723";" 5161224";" 2622918";" 2538306";" 5161224";" 3625271";" 3067077";" 1535953";"  720334";"  588547";"  216506";"  167836";"  204205"
"765";"A043590";"2017KW01";"  108499";"   54236";"   54263";"14045023";" 7063170";" 6981853";"14045023";" 9699420";" 8181658";" 4345603";" 1986022";" 1702841";"  618632";"  506267";"  577942"
"766";"A043590";"2017MM04";"   41873";"   20936";"   20937";" 5837225";" 2859626";" 2977599";" 5837225";" 4146176";" 3501837";" 1691049";"  865902";"  602792";"  221739";"  161291";"  219762"
"767";"A043590";"2017MM05";"   45418";"   22714";"   22704";" 6207951";" 3134261";" 3073690";" 6207951";" 4502206";" 3816377";" 1705745";"  912406";"  591622";"  202338";"  159184";"  230100"
"768";"A043590";"2017MM06";"   44011";"   22003";"   22008";" 6144775";" 3087275";" 3057500";" 6144775";" 4462101";" 3780026";" 1682674";"  909338";"  582237";"  191349";"  162263";"  228625"
"769";"A043590";"2017KW02";"  131302";"   65653";"   65649";"18189951";" 9081162";" 9108789";"18189951";"13110483";"11098240";" 5079468";" 2687646";" 1776651";"  615426";"  482738";"  678487"
"770";"A043590";"2017MM07";"   46495";"   23241";"   23254";" 6729274";" 3182386";" 3546888";" 6729274";" 4863967";" 4065720";" 1865307";"  952462";"  660185";"  242016";"  174189";"  243980"
"771";"A043590";"2017MM08";"   46863";"   23432";"   23431";" 6788668";" 3520949";" 3267719";" 6788668";" 4904378";" 4073547";" 1884290";"  958942";"  660122";"  246512";"  174183";"  239427"
"772";"A043590";"2017MM09";"   44269";"   22133";"   22136";" 6258281";" 3160005";" 3098276";" 6258281";" 4527676";" 3816494";" 1730605";"  889357";"  613735";"  214627";"  167095";"  232013"
"773";"A043590";"2017KW03";"  137627";"   68806";"   68821";"19776223";" 9863340";" 9912883";"19776223";"14296021";"11955761";" 5480202";" 2800761";" 1934042";"  703155";"  515467";"  715420"
"774";"A043590";"2017MM10";"   44849";"   22426";"   22423";" 6242908";" 3140562";" 3102346";" 6242908";" 4512232";" 3798584";" 1730676";"  859618";"  624179";"  220567";"  170520";"  233092"
"775";"A043590";"2017MM11";"   37963";"   18983";"   18980";" 5170757";" 2597443";" 2573314";" 5170757";" 3643001";" 3096871";" 1527756";"  708793";"  577321";"  194575";"  183500";"  199246"
"776";"A043590";"2017MM12";"   36499";"   18259";"   18240";" 4975525";" 2438150";" 2537375";" 4975525";" 3387426";" 2859205";" 1588099";"  746677";"  589944";"  202452";"  197469";"  190023"
"777";"A043590";"2017KW04";"  119311";"   59668";"   59643";"16389190";" 8176155";" 8213035";"16389190";"11542659";" 9754660";" 4846531";" 2315088";" 1791444";"  617594";"  551489";"  622361"
"778";"A043590";"2017JJ00";"  496739";"  248363";"  248376";"68400387";"34183827";"34216560";"68400387";"48648583";"40990319";"19751804";" 9789517";" 7204978";" 2554807";" 2055961";" 2594210"
"779";"A043590";"2018MM01";"   37113";"   18551";"   18562";" 4908989";" 2477411";" 2431578";" 4908989";" 3322876";" 2792907";" 1586113";"  733448";"  598674";"  198863";"  200566";"  199245"
"780";"A043590";"2018MM02";"   35069";"   17535";"   17534";" 4741806";" 2333281";" 2408525";" 4741806";" 3316805";" 2802166";" 1425001";"  641702";"  556072";"  182629";"  180872";"  192571"
"781";"A043590";"2018MM03";"   40059";"   20019";"   20040";" 5559456";" 2817115";" 2742341";" 5559456";" 3886460";" 3292053";" 1672996";"  795271";"  620364";"  212990";"  191275";"  216099"
"782";"A043590";"2018KW01";"  112241";"   56105";"   56136";"15210251";" 7627807";" 7582444";"15210251";"10526141";" 8887126";" 4684110";" 2170421";" 1775110";"  594482";"  572713";"  607915"
"783";"A043590";"2018MM04";"   41861";"   20933";"   20928";" 6016915";" 2934838";" 3082077";" 6016915";" 4247799";" 3591583";" 1769116";"  903740";"  627372";"  217204";"  176696";"  233472"
"784";"A043590";"2018MM05";"   44742";"   22368";"   22374";" 6393936";" 3236091";" 3157845";" 6393936";" 4617220";" 3895133";" 1776716";"  962691";"  596465";"  191259";"  174269";"  230937"
"785";"A043590";"2018MM06";"   43499";"   21748";"   21751";" 6377393";" 3192260";" 3185133";" 6377393";" 4552594";" 3840755";" 1824799";"  991079";"  612091";"  195720";"  178626";"  237745"
"786";"A043590";"2018KW02";"  130102";"   65049";"   65053";"18788244";" 9363189";" 9425055";"18788244";"13417613";"11327471";" 5370631";" 2857510";" 1835928";"  604183";"  529591";"  702154"
"787";"A043590";"2018MM07";"   45551";"   22779";"   22772";" 6765004";" 3188416";" 3576588";" 6765004";" 4797829";" 4026378";" 1967175";" 1031540";"  671522";"  230359";"  191515";"  249648"
"788";"A043590";"2018MM08";"   45713";"   22856";"   22857";" 6836668";" 3526769";" 3309899";" 6836668";" 4820950";" 4028082";" 2015718";" 1044614";"  691894";"  244056";"  191120";"  256718"
"789";"A043590";"2018MM09";"   44198";"   22101";"   22097";" 6396940";" 3212601";" 3184339";" 6396940";" 4563606";" 3835449";" 1833334";"  969446";"  623245";"  202974";"  180637";"  239634"
"790";"A043590";"2018KW03";"  135462";"   67736";"   67726";"19998612";" 9927786";"10070826";"19998612";"14182385";"11889909";" 5816227";" 3045600";" 1986661";"  677389";"  563272";"  746000"
"791";"A043590";"2018MM10";"   45100";"   22549";"   22551";" 6402290";" 3211073";" 3191217";" 6402290";" 4562671";" 3826613";" 1839619";"  942167";"  636377";"  208226";"  186368";"  241783"
"792";"A043590";"2018MM11";"   38382";"   19193";"   19189";" 5296943";" 2657363";" 2639580";" 5296943";" 3700208";" 3153475";" 1596735";"  770229";"  582296";"  185732";"  189625";"  206939"
"793";"A043590";"2018MM12";"   38157";"   19084";"   19073";" 5260254";" 2573846";" 2686408";" 5260254";" 3590638";" 3048012";" 1669616";"  816561";"  601892";"  200158";"  202731";"  199003"
"794";"A043590";"2018KW04";"  121639";"   60826";"   60813";"16959487";" 8442282";" 8517205";"16959487";"11853517";"10028100";" 5105970";" 2528957";" 1820565";"  594116";"  578724";"  647725"
"795";"A043590";"2018JJ00";"  499444";"  249716";"  249728";"70956594";"35361064";"35595530";"70956594";"49979656";"42132606";"20976938";"10602488";" 7418264";" 2470170";" 2244300";" 2703794"
"796";"A043590";"2019MM01";"   37185";"   18588";"   18597";" 4996131";" 2520292";" 2475839";" 4996131";" 3373101";" 2856935";" 1623030";"  771225";"  600706";"  197945";"  198530";"  204231"
"797";"A043590";"2019MM02";"   35195";"   17590";"   17605";" 4836332";" 2386195";" 2450137";" 4836332";" 3383286";" 2874499";" 1453046";"  678346";"  552485";"  190308";"  171647";"  190530"
"798";"A043590";"2019MM03";"   39785";"   19897";"   19888";" 5630314";" 2847589";" 2782725";" 5630314";" 3947789";" 3361481";" 1682525";"  835790";"  604250";"  215944";"  178766";"  209540"
"799";"A043590";"2019KW01";"  112165";"   56075";"   56090";"15462777";" 7754076";" 7708701";"15462777";"10704176";" 9092915";" 4758601";" 2285361";" 1757441";"  604197";"  548943";"  604301"
"800";"A043590";"2019MM04";"   41892";"   20940";"   20952";" 6104010";" 2983771";" 3120239";" 6104010";" 4314805";" 3657659";" 1789205";"  936294";"  618238";"  223839";"  153991";"  240408"
"801";"A043590";"2019MM05";"   44706";"   22352";"   22354";" 6441473";" 3236047";" 3205426";" 6441473";" 4651471";" 3931201";" 1790002";"  997494";"  583271";"  199898";"  132977";"  250396"
"802";"A043590";"2019MM06";"   43348";"   21676";"   21672";" 6502588";" 3273870";" 3228718";" 6502588";" 4652003";" 3931186";" 1850585";" 1027668";"  594586";"  214493";"  130830";"  249263"
"803";"A043590";"2019KW02";"  129946";"   64968";"   64978";"19048071";" 9493688";" 9554383";"19048071";"13618279";"11520046";" 5429792";" 2961456";" 1796095";"  638230";"  417798";"  740067"
"804";"A043590";"2019MM07";"   44736";"   22366";"   22370";" 6724023";" 3166610";" 3557413";" 6724023";" 4758165";" 3992902";" 1965858";" 1064565";"  646520";"  243180";"  140403";"  262937"
"805";"A043590";"2019MM08";"   45122";"   22558";"   22564";" 6810759";" 3523240";" 3287519";" 6810759";" 4804762";" 4007196";" 2005997";" 1080202";"  660383";"  251293";"  144489";"  264601"
"806";"A043590";"2019MM09";"   44131";"   22075";"   22056";" 6493468";" 3252568";" 3240900";" 6493468";" 4649227";" 3910988";" 1844241";"  998333";"  606741";"  214544";"  137525";"  254672"
"807";"A043590";"2019KW03";"  133989";"   66999";"   66990";"20028250";" 9942418";"10085832";"20028250";"14212154";"11911086";" 5816096";" 3143100";" 1913644";"  709017";"  422417";"  782210"
"808";"A043590";"2019MM10";"   44502";"   22251";"   22251";" 6431122";" 3227860";" 3203262";" 6431122";" 4604704";" 3865499";" 1826418";"  964346";"  613174";"  225690";"  138445";"  249039"
"809";"A043590";"2019MM11";"   37800";"   18901";"   18899";" 5323306";" 2668379";" 2654927";" 5323306";" 3717038";" 3173596";" 1606268";"  795614";"  576872";"  211274";"  148528";"  217070"
"810";"A043590";"2019MM12";"   38425";"   19213";"   19212";" 5386203";" 2640064";" 2746139";" 5386203";" 3698397";" 3152275";" 1687806";"  855812";"  589966";"  222175";"  158395";"  209396"
"811";"A043590";"2019KW04";"  120727";"   60365";"   60362";"17140631";" 8536303";" 8604328";"17140631";"12020139";"10191370";" 5120492";" 2615772";" 1780012";"  659139";"  445368";"  675505"
"812";"A043590";"2019JJ00";"  496827";"  248407";"  248420";"71679729";"35726485";"35953244";"71679729";"50554748";"42715417";"21124981";"11005689";" 7247192";" 2610583";" 1834526";" 2802083"
"813";"A043590";"2020MM01";"   37567";"   18784";"   18783";" 5074773";" 2561003";" 2513770";" 5074773";" 3452707";" 2932396";" 1622066";"  787734";"  590799";"  216030";"  159427";"  215342"
"814";"A043590";"2020MM02";"   34979";"   17492";"   17487";" 4719769";" 2342660";" 2377109";" 4719769";" 3330655";" 2828259";" 1389114";"  712192";"  447071";"  201699";"  141678";"  103694"
"815";"A043590";"2020MM03";"   25155";"   12626";"   12529";" 2476372";" 1298133";" 1178239";" 2476372";" 1641935";" 1387274";"  834437";"  436831";"  252443";"  110189";"   97016";"   45238"
"816";"A043590";"2020KW01";"   97701";"   48902";"   48799";"12270914";" 6201796";" 6069118";"12270914";" 8425297";" 7147929";" 3845617";" 1936757";" 1290313";"  527918";"  398121";"  364274"
"817";"A043590";"2020MM04";"    4236";"    2118";"    2118";"  126015";"   70038";"   55977";"  126015";"   67687";"   55435";"   58328";"   30099";"   24851";"    6143";"    9379";"    9329"
"818";"A043590";"2020MM05";"    5873";"    2930";"    2943";"  207827";"  109314";"   98513";"  207827";"  131546";"  110706";"   76281";"   42055";"   30485";"    5066";"   11729";"   13690"
"819";"A043590";"2020MM06";"    8108";"    4057";"    4051";"  471410";"  229128";"  242282";"  471410";"  338245";"  270952";"  133165";"   74685";"   50940";"   10856";"   21433";"   18651"
"820";"A043590";"2020KW02";"   18217";"    9105";"    9112";"  805252";"  408480";"  396772";"  805252";"  537478";"  437093";"  267774";"  146839";"  106276";"   22065";"   42541";"   41670"
"821";"A043590";"2020MM07";"   15702";"    7831";"    7871";" 1338857";"  608849";"  730008";" 1338857";" 1114398";"  938685";"  224459";"  124208";"   78276";"   26724";"   25566";"   25986"
"822";"A043590";"2020MM08";"   23125";"   11545";"   11580";" 1854786";"  983983";"  870803";" 1854786";" 1608511";" 1366505";"  246275";"  147032";"   75065";"   27925";"   17882";"   29258"
"823";"A043590";"2020MM09";"   22162";"   11087";"   11075";" 1337741";"  684061";"  653680";" 1337741";" 1102721";"  937298";"  235020";"  132894";"   72501";"   24604";"   16689";"   31208"
"824";"A043590";"2020KW03";"   60989";"   30463";"   30526";" 4531384";" 2276893";" 2254491";" 4531384";" 3825630";" 3242488";"  705754";"  404134";"  225842";"   79253";"   60137";"   86452"
"825";"A043590";"2020MM10";"   19614";"    9801";"    9813";" 1143483";"  576128";"  567355";" 1143483";"  874489";"  729708";"  268994";"  146461";"   76382";"   30709";"   17506";"   28167"
"826";"A043590";"2020MM11";"   14858";"    7433";"    7425";"  900434";"  451046";"  449388";"  900434";"  629150";"  503689";"  271284";"  154035";"   72121";"   29950";"   22493";"   19678"
"827";"A043590";"2020MM12";"   15896";"    7956";"    7940";" 1233043";"  580297";"  652746";" 1233043";"  836069";"  685753";"  396974";"  227504";"   90238";"   44781";"   25330";"   20127"
"828";"A043590";"2020KW04";"   50368";"   25190";"   25178";" 3276960";" 1607471";" 1669489";" 3276960";" 2339708";" 1919150";"  937252";"  528000";"  238741";"  105440";"   65329";"   67972"
"829";"A043590";"2020JJ00";"  227275";"  113660";"  113615";"20884510";"10494640";"10389870";"20884510";"15128113";"12746660";" 5756397";" 3015730";" 1861172";"  734676";"  566128";"  560368"
"830";"A043590";"2021MM01";"   14666";"    7317";"    7349";"  869129";"  463793";"  405336";"  869129";"  553464";"  396818";"  315665";"  174464";"   77352";"   37553";"   22350";"   17449"
"831";"A043590";"2021MM02";"   10655";"    5328";"    5327";"  505194";"  253143";"  252051";"  505194";"  327631";"  256374";"  177563";"   88342";"   53244";"   24888";"   18262";"   10094"
"832";"A043590";"2021MM03";"   12217";"    6112";"    6105";"  660176";"  331608";"  328568";"  660176";"  430955";"  319392";"  229221";"  123707";"   68880";"   31593";"   22014";"   15273"
"833";"A043590";"2021KW01";"   37538";"   18757";"   18781";" 2034499";" 1048544";"  985955";" 2034499";" 1312050";"  972584";"  722449";"  386513";"  199476";"   94034";"   62626";"   42816"
"834";"A043590";"2021MM04";"   13720";"    6855";"    6865";"  786652";"  386810";"  399842";"  786652";"  536128";"  382479";"  250524";"  128293";"   79442";"   38019";"   21444";"   19979"
"835";"A043590";"2021MM05";"   15576";"    7790";"    7786";" 1106740";"  552079";"  554661";" 1106740";"  804575";"  608518";"  302165";"  169040";"   83367";"   40749";"   21106";"   21512"
"836";"A043590";"2021MM06";"   19195";"    9593";"    9602";" 1678265";"  816099";"  862166";" 1678265";" 1231479";"  966229";"  446786";"  269639";"  100089";"   47623";"   26362";"   26104"
"837";"A043590";"2021KW02";"   48491";"   24238";"   24253";" 3571657";" 1754988";" 1816669";" 3571657";" 2572182";" 1957226";"  999475";"  566972";"  262898";"  126391";"   68912";"   67595"
"838";"A043590";"2021MM07";"   29141";"   14563";"   14578";" 3029951";" 1378580";" 1651371";" 3029951";" 2303289";" 1817411";"  726662";"  442554";"  145553";"   82938";"   31657";"   30958"
"839";"A043590";"2021MM08";"   31847";"   15929";"   15918";" 3786973";" 2002462";" 1784511";" 3786973";" 2939403";" 2300080";"  847570";"  522054";"  168790";"   99406";"   33806";"   35578"
"840";"A043590";"2021MM09";"   30019";"   15009";"   15010";" 3370205";" 1718856";" 1651349";" 3370205";" 2677291";" 2080979";"  692914";"  435718";"  139106";"   75464";"   30401";"   33241"
"841";"A043590";"2021KW03";"   91007";"   45501";"   45506";"10187129";" 5099898";" 5087231";"10187129";" 7919983";" 6198470";" 2267146";" 1400326";"  453449";"  257808";"   95864";"   99777"
"842";"A043590";"2021MM10";"   31324";"   15655";"   15669";" 3745991";" 1907661";" 1838330";" 3745991";" 2978808";" 2204098";"  767183";"  475162";"  173355";"  104283";"   37117";"   31955"
"843";"A043590";"2021MM11";"   28371";"   14195";"   14176";" 3095823";" 1551581";" 1544242";" 3095823";" 2273366";" 1590431";"  822457";"  518786";"  186876";"  112633";"   47219";"   27024"
"844";"A043590";"2021MM12";"   30225";"   15120";"   15105";" 2855711";" 1329625";" 1526086";" 2855711";" 1924693";" 1369691";"  931018";"  593224";"  214903";"  128246";"   60260";"   26397"
"845";"A043590";"2021KW04";"   89920";"   44970";"   44950";" 9697525";" 4788867";" 4908658";" 9697525";" 7176867";" 5164220";" 2520658";" 1587172";"  575134";"  345162";"  144596";"   85376"
"846";"A043590";"2021JJ00";"  266956";"  133466";"  133490";"25490810";"12692297";"12798513";"25490810";"18981082";"14292500";" 6509728";" 3940983";" 1490957";"  823395";"  371998";"  295564"
"847";"A043590";"2022MM01";"   26231";"   13099";"   13132";" 2488083";" 1334253";" 1153830";" 2488083";" 1664713";" 1180918";"  823370";"  522154";"  177637";"  101785";"   53922";"   21930"
"848";"A043590";"2022MM02";"   24129";"   12070";"   12059";" 2660676";" 1311499";" 1349177";" 2660676";" 1905321";" 1334191";"  755355";"  455413";"  179858";"  112424";"   50494";"   16940"
"849";"A043590";"2022MM03";"   30382";"   15200";"   15182";" 3732048";" 1911518";" 1820530";" 3732048";" 2706725";" 1865976";" 1025323";"  632949";"  241852";"  156282";"   68398";"   17172"
